zipcode,average_agi,n_returns
33324,73910,22520
33325,80004,13870
33326,80675,14900
33327,134969,8310
33328,93859,12840
33330,154592,6550
33331,118729,9980
33332,159210,4170
33334,50461,15450
33351,42952,17930
33401,135030,13580
33403,37465,6850
33404,76945,13950
33405,66123,9510
33406,41892,13020
33407,39645,14730
33408,189805,9580
33409,40556,15190
33410,129097,17720
33411,62274,34280
33412,110153,7270
33413,45929,8020
33414,92553,25870
33415,30414,22710
33417,34634,14890
33418,167368,19710
33426,47332,12280
33428,67356,18330
33430,31491,8730
33431,179953,8280
33432,237711,10370
33433,83292,21310
33434,108743,9500
33435,64485,18020
33436,64514,21260
33437,72733,19170
33438,38434,410
33440,43819,8240
33441,51384,13370
33442,52865,13860
33444,55969,11550
33445,62424,16570
33446,142039,12710
33449,125348,4290
33455,164937,9590
33458,104624,24990
33460,34385,15490
33461,31088,19890
33462,78728,15500
33463,41846,28650
33467,72523,24630
33469,152848,7600
33470,61977,12970
33471,39965,1910
33472,79372,8840
33473,162426,4070
33476,28868,2690
33477,295946,6460
33478,102184,6430
33480,1064842,5200
33483,297453,6840
33484,66397,12130
33486,99167,10260
33487,151630,9290
33493,28617,1330
33496,240949,10390
33498,102282,6600
33503,52110,190
33510,47649,13590
33511,53168,26240
33513,44627,4290
33514,40404,730
33521,32037,350
33523,44037,6790
33525,55876,7460
33527,53302,6680
33534,41212,6390
33538,40031,1780
33540,40907,3380
33541,42791,7970
33542,35383,8230
33543,73549,12490
33544,73011,11670
33545,57388,8030
33547,99616,10890
33548,110416,3410
33549,68222,8080
33556,137911,11060
33558,94725,10740
33559,56322,7060
33563,37523,12090
33565,53373,7290
33566,53922,9790
33567,49017,4540
33569,60098,11690
33570,45360,11760
33572,93263,9500
33573,60102,12740
33576,63127,2630
33578,52723,22620
33579,59600,13710
33584,49153,11720
33585,46451,560
33592,61397,4440
33594,57821,15380
33596,79904,13110
33597,42182,3050
33598,50486,8680
33602,131307,7700
33603,44071,9450
33604,34485,17190
33605,31224,7500
33606,157499,8510
33607,50148,12310
33609,128512,8720
33610,30534,18550
33611,85194,15440
33612,32635,19710
33613,59766,14270
33614,31500,24460
33615,42620,23520
33616,58536,7440
33617,42512,19810
33618,81207,13160
33619,34001,16520
33621,53316,830
33624,55009,19720
33625,53419,12910
33626,119600,13390
33629,192191,11450
33634,43550,11340
33635,53307,8740
33637,41313,8050
33647,90177,28720
33701,109306,8920
33702,59858,14990
33703,94259,11720
33704,136615,8130
33705,46744,12610
33706,123846,8070
33707,69318,12180
33708,94449,8050
33709,38509,11970
33710,53301,16850
33711,48569,8410
33712,37560,12090
33713,42140,15360
33714,32188,8510
33715,210939,3960
33716,51933,9120
33744,44480,100
33755,41450,12250
33756,65981,14310
33759,58097,9120
33760,45720,7930
33761,67053,8790
33762,96310,3230
33763,48513,9210
33764,59057,12580
33765,49216,6690
33767,182903,4190
33770,55632,11790
33771,37849,13780
33772,59096,11650
33773,51252,8220
33774,57235,8510
33776,75349,6100
33777,71505,8390
33778,48969,6920
33781,38263,12290
33782,49964,10260
33785,124381,2900
33786,252746,780
33801,32702,12900
33803,68965,12590
33805,33370,10250
33809,47996,13340
33810,47454,21490
33811,57855,10410
33812,63370,5810
33813,79173,15880
33815,31077,5140
33823,47025,13780
33825,37469,8960
33827,58105,1170
33830,44633,11420
33834,36460,1980
33837,48168,12520
33838,36153,1960
33839,41921,1870
33841,42019,3190
33843,40563,3590
33844,38400,15280
33847,55930,130
33848,30162,500
33849,47495,710
33850,40120,3500
33851,38152,570
33852,44433,8330
33853,35343,4550
33854,22275,120
33855,44315,400
33856,40396,290
33857,42375,540
33859,55875,4600
33860,44679,9880
33865,41010,380
33868,47776,4470
33870,36326,8720
33872,49770,5540
33873,41067,5280
33875,50494,4490
33876,42691,2040
33877,26703,320
33880,38676,16630
33881,40226,14180
33884,64209,14640
33890,37837,2050
33896,46321,6510
33897,40011,9510
33898,45626,6300
33901,52866,10000
33903,50474,10120
33904,61443,15400
33905,50194,14210
33907,45818,11600
33908,110368,19300
33909,42992,13240
33912,107363,8950
33913,114276,10390
33914,72532,19170
33916,33899,10200
33917,47243,13240
33919,78503,14900
33920,78851,2600
33921,773450,810
33922,66085,1760
33924,570726,230
33928,103500,11730
33930,42885,410
33931,111810,4220
33935,39086,6630
33936,34239,9620
33944,36618,110
33945,93473,150
33946,127692,1270
33947,58718,4600
33948,47685,7840
33950,91748,10870
33952,41925,14010
33953,72967,2820
33954,47451,4800
33955,72149,4420
33956,85205,1790
33957,283571,3190
33960,39209,310
33966,75624,5190
33967,52345,12060
33971,36747,10920
33972,39763,5510
33973,29232,4840
33974,35039,6530
33976,31721,6770
33980,49983,5060
33981,58221,5490
33982,55567,3890
33983,53262,7070
33990,46137,14940
33991,58786,10590
33993,51429,11820
34101,77635,920
34102,572584,4870
34103,323545,6020
34104,57372,12310
34105,190663,8030
34108,323239,8780
34109,114028,12670
34110,200996,11160
34112,62042,12580
34113,85665,10940
34114,92216,8560
34116,35251,16430
34117,51523,7370
34119,138960,14830
34120,81039,15990
34134,285085,7390
34135,93582,19160
34138,49600,160
34139,53173,260
34140,53052,210
34141,79252,210
34142,35316,9470
34145,279225,7490
34201,152127,2040
34202,145865,11550
34203,51109,16740
34205,40433,14520
34207,32610,13560
34208,45803,16040
34209,71892,15990
34210,58817,7640
34211,109520,5140
34212,92671,9550
34215,167409,430
34216,199516,670
34217,133070,2050
34219,72896,11440
34221,52693,18420
34222,50900,6050
34223,75745,8340
34224,48366,7160
34228,425843,3390
34229,158092,3690
34231,74892,15480
34232,51560,16860
34233,62716,9090
34234,41722,9510
34235,60477,7260
34236,259200,6450
34237,35521,7900
34238,105675,10110
34239,96522,7340
34240,125959,5570
34241,96680,6850
34242,332223,3610
34243,66619,14540
34251,61820,3030
34266,36139,8980
34268,31294,370
34269,55395,1540
34275,102433,8650
34285,85884,8470
34286,47080,9190
34287,45430,11020
34288,51276,5820
34289,54268,1340
34291,50465,3360
34292,82702,7540
34293,65128,19770
34420,37495,7040
34428,47568,3700
34429,54025,3760
34431,41703,3410
34432,45887,5360
34433,42965,2980
34434,40879,3780
34436,41346,3170
34442,66351,6660
34446,48439,7610
34448,47156,4080
34449,44611,1170
34450,47900,4400
34452,38295,5180
34453,43966,4350
34461,63398,4060
34465,48491,7590
34470,36990,8470
34471,68832,11550
34472,36653,12520
34473,36384,8340
34474,45366,7020
34475,32202,4620
34476,50235,10800
34479,39114,5830
34480,64981,8480
34481,51054,10110
34482,50550,8050
34484,69411,2430
34488,35798,3990
34491,47194,13130
34498,52152,230
34601,45023,8710
34602,53060,3280
34604,52656,4610
34606,40252,11950
34607,61988,3660
34608,38427,13900
34609,47926,18470
34610,46196,5910
34613,49005,7920
34614,44210,3160
34637,86522,2960
34638,71642,11240
34639,66517,13040
34652,44960,10960
34653,37636,13790
34654,50250,10020
34655,67583,20420
34661,35937,160
34667,44347,14210
34668,32813,19620
34669,44038,6100
34677,73296,11030
34679,30886,150
34681,116580,750
34683,80731,15470
34684,61361,13640
34685,96707,8580
34688,121591,4200
34689,61109,11960
34690,33451,5890
34691,37131,9680
34695,84393,8880
34698,62647,18300
34705,42951,1180
34711,61235,28570
34714,40169,9830
34715,56514,7970
34731,46952,4880
34734,79467,2130
34736,52561,8820
34737,80890,1400
34739,43211,340
34741,29234,22960
34743,30611,18440
34744,41823,24130
34746,38076,22170
34747,68838,11000
34748,48169,18850
34753,35193,2480
34756,98087,1610
34758,31526,17740
34759,39188,16490
34760,62054,610
34761,52125,20460
34762,44775,360
34769,39020,11440
34771,64423,8780
34772,50926,12720
34773,56684,1700
34785,41788,5070
34786,154335,17350
34787,72405,29250
34788,45785,7620
34797,84425,630
34945,61854,1800
34946,41360,2770
34947,27828,5080
34949,101318,3710
34950,27272,6450
34951,45065,6630
34952,45999,19360
34953,45029,31190
34956,32962,3450
34957,76513,10890
34972,40177,6500
34974,49017,9450
34981,49387,1890
34982,39285,11580
34983,42945,18990
34984,52091,7300
34986,71049,13200
34987,77310,4760
34990,110290,14270
34994,56773,7770
34996,231050,5040
34997,72560,20570
30002,84143,3100
30004,136321,27440
30005,129257,15790
30008,37894,12950
30009,112278,8230
30011,49719,7290
30012,40263,11430
30013,44552,12620
30014,50140,14920
30016,39661,23580
30017,68583,10560
30019,71108,20570
30021,27206,10930
30022,131175,28990
30024,102207,33640
30025,60597,4130
30028,78534,11290
30030,113160,13040
30032,30990,20300
30033,88187,14030
30034,35810,20950
30035,31236,9910
30038,39869,18140
30039,45660,21820
30040,92199,30360
30041,108418,28790
30043,58206,38780
30044,42325,39870
30045,52045,17400
30046,38127,17540
30047,58609,28720
30052,54502,30110
30054,57580,5040
30055,60213,1410
30056,52230,1120
30058,34399,25610
30060,41771,15380
30062,100107,29670
30064,97372,22280
30066,80490,27070
30067,88364,21580
30068,142308,15290
30070,35362,240
30071,41558,10840
30072,43594,680
30075,133593,25120
30076,87697,20330
30078,63850,16620
30079,38867,1510
30080,76065,24800
30082,81353,12780
30083,31364,24850
30084,55036,18080
30087,62803,17880
30088,33691,12420
30092,84327,16500
30093,29109,22170
30094,52986,14400
30096,52635,31430
30097,148013,20420
30101,77057,27040
30102,54503,18770
30103,49981,5900
30104,43262,1890
30105,57177,1120
30106,38517,9750
30107,66950,6650
30108,46143,3120
30110,53036,5310
30113,45487,2310
30114,71402,22390
30115,88402,19020
30116,57403,9630
30117,50688,13530
30120,55492,17410
30121,50103,9650
30122,39869,10700
30124,49081,1220
30125,41832,9070
30126,69593,17780
30127,62973,29890
30132,58399,16740
30134,42911,19290
30135,54455,29110
30137,46863,730
30139,46962,1670
30141,50980,10120
30143,67158,10540
30144,55677,23920
30145,55998,3260
30147,45500,1770
30148,51918,330
30149,35838,180
30152,94110,19650
30153,43617,7470
30157,52398,20490
30161,53405,13460
30164,38525,270
30165,52054,16130
30168,32658,11270
30170,53900,1180
30171,54668,1500
30173,48012,2650
30175,50382,2570
30176,41826,2680
30177,44853,280
30178,54461,1670
30179,47083,7190
30180,54962,15450
30182,47634,1080
30183,68037,2560
30184,74149,2980
30185,54424,1660
30187,63787,4000
30188,74674,28960
30189,73872,17820
30204,41357,4990
30205,103686,1510
30206,55060,1230
30213,43264,16690
30214,64552,14680
30215,92269,16290
30216,36061,810
30217,46182,3360
30218,46225,850
30220,45384,2230
30222,43820,1700
30223,39769,14580
30224,52111,10610
30228,45107,19310
30230,42203,3490
30233,51060,9220
30234,43991,890
30236,44808,21170
30238,32383,17600
30240,55968,12170
30241,41598,10520
30248,56883,11290
30250,41047,190
30251,44558,910
30252,65768,19490
30253,54987,25670
30256,51368,1080
30257,49357,1790
30258,44978,990
30259,63739,1570
30260,30568,11190
30263,58786,24510
30265,76741,15820
30268,53657,4640
30269,105289,17180
30273,35580,8030
30274,27672,15420
30276,70163,7220
30277,78622,9670
30281,47131,30890
30284,38500,170
30285,54070,270
30286,42830,9090
30288,33263,3740
30290,92305,4130
30291,32003,10090
30292,58663,2570
30293,41319,1130
30294,40996,19570
30295,55308,1920
30296,33621,13030
30297,25959,10920
30303,71105,1400
30305,263409,13130
30306,175676,11810
30307,150832,9940
30308,84015,10430
30309,158030,15170
30310,28252,11600
30311,32412,13790
30312,64412,10900
30313,58655,2010
30314,23744,6560
30315,31324,12670
30316,58975,16120
30317,74323,6420
30318,66932,22600
30319,169159,19960
30324,92168,15220
30326,178353,4020
30327,450374,10510
30328,143170,17190
30329,67527,13110
30331,42425,25220
30336,51886,690
30337,38764,5040
30338,129084,16480
30339,114318,15930
30340,42544,12950
30341,66229,14270
30342,175627,14240
30344,34816,14630
30345,109392,11350
30346,79786,3010
30349,36604,34650
30350,107212,17070
30354,31318,6380
30360,60670,6750
30363,84840,1640
30401,37259,5120
30410,46266,590
30411,36726,930
30413,38950,620
30415,50572,2990
30417,42602,3780
30420,37360,700
30421,40498,1150
30423,32970,100
30425,39371,520
30426,42205,370
30427,41048,4180
30428,36198,830
30429,35289,370
30434,35307,2240
30436,42176,4430
30439,39153,3670
30441,36918,800
30442,36668,2850
30445,36544,1030
30446,40380,570
30450,34525,1010
30452,46796,640
30453,42411,2330
30454,46091,240
30455,37488,250
30456,36776,760
30457,39224,2090
30458,44814,13120
30461,55381,6020
30464,30282,170
30467,42304,4660
30470,49555,340
30471,36931,1580
30473,41346,1000
30474,48278,5960
30475,58125,750
30477,37678,1230
30501,49040,11310
30504,51315,11690
30506,79767,19020
30507,39197,12030
30510,40963,2630
30511,45754,1490
30512,51872,7890
30513,53304,4830
30516,39079,820
30517,93753,6630
30518,63774,22230
30519,67537,20870
30520,41451,1670
30521,43751,2050
30522,56382,520
30523,57558,5390
30525,49928,3590
30527,63013,1860
30528,47373,9370
30529,44512,4780
30530,44732,2560
30531,46843,4580
30533,51924,10140
30534,66284,12310
30535,49285,2970
30536,55211,3050
30537,54516,550
30538,39127,1230
30540,48722,7570
30541,51049,770
30542,66589,16270
30543,42550,1870
30545,45828,530
30546,52635,3310
30547,46603,1400
30548,81153,8540
30549,62341,10470
30552,65632,670
30553,51517,3140
30554,47733,3290
30555,42461,920
30557,44798,1980
30558,46470,2140
30559,47713,1820
30560,50307,1950
30562,31042,280
30563,46413,2280
30564,52544,2080
30565,45331,2010
30566,46748,4170
30567,52950,1510
30568,46139,830
30571,61031,1340
30572,53088,420
30573,62600,110
30575,42852,700
30576,58845,1070
30577,44439,8490
30582,51517,2000
30601,31513,7990
30605,47618,14430
30606,71421,17970
30607,48590,4530
30619,53464,700
30620,54312,5650
30621,104439,2290
30622,77703,4270
30623,49135,170
30624,37845,1050
30625,64368,1060
30627,39895,860
30628,48246,2810
30629,42922,1900
30630,41059,1000
30631,33323,630
30633,46702,3320
30634,40586,930
30635,42011,6200
30641,61866,750
30642,110084,5500
30643,49470,6640
30646,45562,3160
30648,45516,1060
30650,60124,5490
30655,55640,10620
30656,58778,7070
30660,35563,410
30662,43683,3080
30663,54836,1360
30665,24420,100
30666,69856,4020
30667,48297,350
30668,41757,700
30669,33157,1210
30673,42784,2980
30677,93280,8750
30678,52190,500
30680,47237,18470
30683,48440,3200
30701,47624,15450
30705,41719,12410
30707,47742,6240
30708,34900,150
30710,54013,2580
30711,38772,1360
30720,74793,10830
30721,37101,20730
30725,50955,1860
30728,40694,7050
30730,37635,730
30731,45548,890
30733,39688,750
30734,46894,1200
30735,39157,2420
30736,56852,17450
30738,51363,1470
30739,53828,2280
30740,69089,3740
30741,36158,10970
30742,37874,3070
30746,54343,530
30747,41325,5520
30750,98303,1350
30752,42886,3670
30753,37830,2550
30755,44034,3780
30757,45100,680
30802,76817,2640
30803,41524,330
30805,41142,1060
30808,41865,1750
30809,90349,20540
30810,43236,690
30813,55927,17350
30814,49447,3710
30815,41143,17110
30816,42270,740
30817,48465,3090
30818,46879,240
30820,46832,430
30821,34816,360
30823,44126,630
30824,43895,7120
30828,36161,1620
30830,45645,5660
30833,37745,1670
30901,29678,5290
30903,66177,360
30904,48514,9870
30905,32996,2110
30906,31712,23670
30907,69484,22860
30909,57416,20500
31001,34397,890
31002,41436,1060
31005,65482,8040
31006,39861,1730
31007,34556,300
31008,52559,8740
31009,46320,440
31011,40453,320
31012,42491,480
31014,46765,4760
31015,38634,7200
31016,46336,660
31017,47555,770
31018,36866,480
31019,51496,890
31020,38491,830
31021,49061,10840
31022,53369,630
31023,38354,5290
31024,57869,8540
31025,57173,630
31027,33481,3810
31028,57013,2810
31029,54864,6590
31030,40768,6630
31031,40642,2430
31032,58031,5920
31033,42703,960
31035,38806,490
31036,47736,3890
31037,32688,980
31038,49253,320
31041,39695,220
31042,38926,760
31044,38766,1160
31046,66365,1440
31047,71319,6310
31049,41971,630
31050,41992,280
31052,56340,3990
31054,40421,660
31055,40358,1740
31057,38447,650
31058,37526,570
31060,39155,560
31061,45852,14850
31063,35928,2020
31064,48977,3820
31065,40069,490
31066,51757,470
31068,32428,1240
31069,53082,8980
31070,43686,290
31071,41631,440
31072,40124,450
31075,42202,1020
31076,46115,1170
31077,40102,420
31078,37041,1360
31079,40669,1020
31082,51105,4340
31085,41407,380
31087,37938,3110
31088,54785,24310
31089,37869,1880
31090,41402,360
31091,35265,1020
31092,42797,2110
31093,37645,11430
31094,43340,440
31096,38991,2130
31097,45796,530
31098,40401,1140
31201,43230,2570
31204,37360,12010
31206,23622,10040
31210,85702,15010
31211,42495,6570
31216,52939,6800
31217,31232,6850
31220,63913,6430
31301,36389,1510
31302,50503,3260
31303,49340,930
31304,33007,140
31305,42249,2190
31307,42054,480
31308,45425,3270
31309,44472,370
31312,59860,8670
31313,37691,15760
31314,22205,1000
31315,34364,2750
31316,41609,4130
31318,47204,210
31320,48554,4040
31321,46048,2760
31322,64603,11740
31323,36980,780
31324,74547,12080
31326,58420,9330
31328,81862,1670
31329,49683,3650
31331,48283,2240
31401,61982,7240
31404,33508,13150
31405,57414,14780
31406,62606,15080
31407,49721,7570
31408,31198,3960
31409,24758,620
31410,90816,11160
31411,179647,4400
31415,24571,4670
31419,47832,23680
31501,41359,5260
31503,40463,7820
31510,42255,3630
31512,42316,740
31513,43422,5770
31516,49610,5890
31518,44540,270
31519,42368,1350
31520,32632,8430
31522,109454,8130
31523,58051,6160
31525,44693,12220
31527,85927,440
31532,39491,240
31533,36345,5770
31535,43620,4360
31537,42382,2900
31539,39043,5100
31542,45176,950
31543,38375,1680
31544,33783,240
31545,41261,5570
31546,48825,2240
31547,24719,520
31548,46648,8900
31549,32949,610
31550,41825,310
31551,41936,330
31552,53375,360
31553,41034,1830
31554,37076,1880
31555,51598,1110
31557,46601,1170
31558,53212,8570
31560,45521,980
31561,427216,180
31562,38957,560
31563,46329,480
31565,55417,890
31566,36285,1220
31567,41410,280
31568,53671,390
31569,53992,2210
31601,30816,11670
31602,50257,13410
